order_id,product_id,order_date,quantity,price,seller_id,category,revenue,returned,shipping_days,customer_segment
O001241,P00747,2023-04-22,2,32.3,S0017,Home & Garden,64.6,False,2,New
O001242,P00038,2023-10-29,2,64.64,S0053,Books,148.67,False,3,Returning
O001243,P00813,2022-12-15,1,79.26,S0025,Beauty,79.26,False,5,New
O001244,P01644,2023-04-22,1,80.21,S0132,Beauty,92.24,False,4,Returning
O001245,P01438,2022-11-16,1,166.47,S0133,Electronics,166.47,False,4,New
O001246,P01248,2023-04-30,1,17.78,S0019,Electronics,20.45,False,7,Returning
O001247,P01017,2023-07-04,2,23.85,S0001,Sports,66.78,False,4,VIP
O001248,P01317,2023-03-15,2,8.44,S0084,Sports,19.41,False,6,Returning
O001249,P01720,2022-12-09,1,26.31,S0108,Home & Garden,26.31,False,2,New
O001250,P00155,2024-01-08,1,67.65,S0040,Fashion,94.71,False,9,VIP
O001251,P01056,2023-03-21,1,53.44,S0052,Jewelry,61.46,False,3,Returning
O001252,P01258,2023-11-17,1,42.25,S0136,Electronics,59.15,False,6,VIP
O001253,P01931,2023-08-06,2,43.12,S0001,Jewelry,99.18,True,6,Returning
O001254,P00489,2022-10-03,2,10.71,S0057,Food & Beverage,24.63,False,4,Returning
O001255,P01786,2022-08-30,3,58.26,S0005,Jewelry,201.0,False,6,Returning
O001256,P01594,2024-01-14,1,12.9,S0132,Food & Beverage,14.84,False,6,Returning
O001257,P01357,2022-09-17,2,64.99,S0025,Sports,129.98,False,7,New
O001258,P01699,2023-01-15,1,11.47,S0046,Toys & Games,13.19,False,8,Returning
O001259,P01041,2022-10-14,1,16.23,S0035,Food & Beverage,16.23,False,2,New
O001260,P01438,2023-09-10,1,166.47,S0133,Electronics,191.44,False,5,Returning
O001261,P01790,2023-09-17,3,26.2,S0057,Toys & Games,110.04,False,4,VIP
O001262,P01682,2022-10-16,2,32.13,S0137,Fashion,73.9,False,4,Returning
O001263,P01765,2023-06-24,1,5.78,S0085,Art & Crafts,5.78,False,7,New
O001264,P00240,2024-01-20,2,58.96,S0089,Fashion,117.92,False,3,New
O001265,P01310,2024-01-27,1,37.6,S0005,Books,43.24,False,8,Returning
O001266,P00346,2023-05-21,2,18.49,S0063,Beauty,42.53,False,6,Returning
O001267,P01399,2023-02-18,1,51.61,S0011,Sports,59.35,True,3,Returning
O001268,P00016,2023-07-16,1,43.15,S0098,Books,60.41,False,2,VIP
O001269,P00587,2023-08-13,1,14.35,S0108,Sports,16.5,False,8,Returning
O001270,P00950,2022-12-17,1,13.48,S0148,Fashion,15.5,False,6,Returning
O001271,P00260,2022-10-08,1,43.4,S0135,Fashion,43.4,False,2,New
O001272,P01919,2023-05-07,2,80.99,S0108,Sports,161.98,False,5,New
O001273,P00361,2022-12-19,2,160.46,S0150,Fashion,369.06,False,7,Returning
O001274,P01423,2023-10-16,1,10.5,S0116,Toys & Games,12.08,True,4,Returning
O001275,P00460,2023-06-23,2,15.11,S0115,Food & Beverage,42.31,True,8,VIP
O001276,P01947,2023-11-25,1,8.89,S0099,Food & Beverage,10.22,False,4,Returning
O001277,P01540,2023-12-24,1,20.75,S0022,Beauty,29.05,False,7,VIP
O001278,P00931,2022-12-15,1,18.32,S0051,Art & Crafts,21.07,False,2,Returning
O001279,P01787,2023-09-02,1,37.93,S0002,Sports,53.1,False,4,VIP
O001280,P01109,2023-10-19,2,31.45,S0075,Food & Beverage,88.06,False,2,VIP
O001281,P01087,2022-09-26,1,36.66,S0048,Electronics,42.16,False,3,Returning
O001282,P00100,2022-12-15,2,54.75,S0115,Books,109.5,False,11,New
O001283,P01858,2022-12-05,2,8.74,S0114,Food & Beverage,20.1,False,4,Returning
O001284,P00755,2022-12-19,1,34.45,S0060,Art & Crafts,34.45,False,6,New
O001285,P00295,2023-12-27,1,13.82,S0011,Fashion,15.89,False,7,Returning
O001286,P01948,2024-01-27,1,148.13,S0077,Jewelry,148.13,False,4,New
O001287,P01186,2024-01-06,3,8.6,S0071,Home & Garden,29.67,False,4,Returning
O001288,P00929,2023-01-20,2,24.11,S0053,Food & Beverage,48.22,False,7,New
O001289,P01202,2023-03-18,1,11.6,S0118,Art & Crafts,11.6,False,6,New
O001290,P01468,2022-08-13,1,24.69,S0021,Jewelry,24.69,False,8,New
O001291,P00328,2022-10-28,1,18.89,S0001,Jewelry,21.72,False,5,Returning
O001292,P01352,2023-12-16,1,16.77,S0091,Food & Beverage,19.29,False,4,Returning
O001293,P00764,2023-06-11,1,35.32,S0150,Art & Crafts,40.62,False,4,Returning
O001294,P01066,2022-08-21,2,31.58,S0005,Art & Crafts,63.16,False,6,New
O001295,P00242,2022-10-20,2,78.35,S0040,Toys & Games,156.7,True,6,New
O001296,P01366,2022-12-08,2,91.52,S0125,Sports,210.5,False,11,Returning
O001297,P01115,2024-01-03,2,15.36,S0065,Food & Beverage,43.01,False,5,VIP
O001298,P01052,2022-09-15,1,27.68,S0084,Fashion,31.83,False,3,Returning
O001299,P00459,2023-07-23,1,34.48,S0114,Food & Beverage,34.48,False,6,New
O001300,P00667,2023-02-11,2,62.12,S0123,Toys & Games,142.88,False,9,Returning
O001301,P01655,2023-08-11,1,18.78,S0109,Electronics,21.6,False,2,Returning
O001302,P01409,2023-12-24,3,36.05,S0144,Food & Beverage,151.41,False,4,VIP
O001303,P01511,2023-11-24,2,48.98,S0036,Home & Garden,112.65,False,2,Returning
O001304,P00220,2023-10-21,2,138.97,S0064,Electronics,277.94,False,3,New
O001305,P00859,2023-06-28,1,17.46,S0102,Fashion,20.08,False,4,Returning
O001306,P00264,2023-05-29,1,10.88,S0033,Food & Beverage,12.51,False,2,Returning
O001307,P00121,2023-05-27,1,15.87,S0138,Home & Garden,18.25,False,6,Returning
O001308,P01070,2023-12-10,3,67.29,S0119,Fashion,232.15,False,4,Returning
O001309,P01304,2024-01-06,1,89.16,S0030,Electronics,102.53,False,5,Returning
O001310,P01139,2024-01-08,1,20.23,S0037,Art & Crafts,23.26,False,2,Returning
O001311,P01192,2023-10-07,1,110.43,S0007,Jewelry,154.6,False,5,VIP
O001312,P00435,2023-02-19,3,20.72,S0036,Art & Crafts,62.16,False,4,New
O001313,P01270,2023-05-12,1,58.13,S0050,Beauty,66.85,False,7,Returning
O001314,P00484,2023-03-20,1,37.2,S0087,Toys & Games,42.78,False,5,Returning
O001315,P01399,2023-05-13,2,51.61,S0011,Sports,103.22,False,4,New
O001316,P00280,2023-08-13,2,19.12,S0015,Sports,53.54,False,3,VIP
O001317,P01770,2023-10-10,1,20.68,S0071,Home & Garden,23.78,False,5,Returning
O001318,P01046,2023-03-05,2,25.93,S0043,Beauty,51.86,False,5,New
O001319,P00714,2023-03-23,1,49.66,S0091,Sports,49.66,True,7,New
O001320,P00068,2022-11-13,2,118.18,S0090,Electronics,236.36,False,4,New
O001321,P01672,2022-08-21,3,32.86,S0145,Home & Garden,98.58,True,5,New
O001322,P00743,2023-11-07,1,3.83,S0039,Books,4.4,False,3,Returning
O001323,P01082,2024-01-28,1,12.29,S0001,Books,12.29,False,7,New
O001324,P01551,2022-11-13,3,22.79,S0149,Toys & Games,78.63,False,4,Returning
O001325,P01288,2023-09-02,1,24.31,S0036,Toys & Games,27.96,False,7,Returning
O001326,P01706,2022-10-18,1,40.63,S0005,Food & Beverage,46.72,False,5,Returning
O001327,P01447,2023-08-19,1,10.19,S0034,Toys & Games,14.27,False,3,VIP
O001328,P01022,2022-09-28,1,31.25,S0121,Toys & Games,35.94,False,6,Returning
O001329,P01523,2023-10-01,3,11.85,S0002,Toys & Games,35.55,True,2,New
O001330,P00291,2023-01-22,2,144.15,S0043,Electronics,288.3,False,2,New
O001331,P00169,2023-02-19,2,51.43,S0026,Sports,102.86,False,8,New
O001332,P01584,2023-01-13,1,3.42,S0128,Beauty,3.93,False,5,Returning
O001333,P01486,2022-11-19,1,16.15,S0133,Fashion,18.57,True,4,Returning
O001334,P01632,2023-12-30,2,64.22,S0038,Jewelry,128.44,False,4,New
O001335,P01863,2023-12-11,2,6.0,S0101,Food & Beverage,12.0,False,5,New
O001336,P00556,2023-03-18,2,19.3,S0081,Toys & Games,38.6,False,3,New
O001337,P00353,2023-07-06,2,12.07,S0091,Food & Beverage,27.76,False,6,Returning
O001338,P01264,2023-01-07,1,36.64,S0060,Fashion,36.64,False,10,New
O001339,P01827,2023-09-30,1,20.37,S0044,Art & Crafts,23.43,False,5,Returning
O001340,P00283,2023-10-15,2,41.23,S0047,Sports,94.83,True,5,Returning
O001341,P01473,2023-02-16,1,46.03,S0145,Toys & Games,52.93,False,2,Returning
O001342,P01606,2023-06-13,2,1.72,S0137,Books,3.44,False,5,New
O001343,P01789,2022-11-26,1,21.89,S0112,Sports,30.65,False,8,VIP
O001344,P01090,2022-12-12,3,39.1,S0090,Fashion,134.89,False,6,Returning
O001345,P01351,2022-10-26,1,18.33,S0066,Art & Crafts,21.08,False,4,Returning
O001346,P00456,2024-01-27,1,16.61,S0120,Electronics,19.1,False,6,Returning
O001347,P00959,2023-11-14,1,3.41,S0117,Books,3.41,False,7,New
O001348,P01005,2023-09-17,1,32.53,S0118,Beauty,37.41,True,6,Returning
O001349,P00477,2023-03-26,2,96.73,S0042,Home & Garden,222.48,True,5,Returning
O001350,P01872,2022-08-27,2,34.79,S0012,Books,80.02,False,7,Returning
O001351,P00285,2023-07-22,1,81.25,S0076,Fashion,81.25,False,4,New
O001352,P00031,2023-07-12,2,8.87,S0145,Art & Crafts,17.74,False,6,New
O001353,P00448,2023-07-29,3,5.36,S0037,Sports,16.08,False,5,New
O001354,P00214,2022-08-09,1,20.26,S0120,Home & Garden,28.36,False,5,VIP
O001355,P01717,2023-03-25,3,64.07,S0070,Toys & Games,221.04,False,2,Returning
O001356,P01738,2022-09-03,1,15.18,S0045,Beauty,17.46,False,6,Returning
O001357,P01604,2023-01-16,3,12.48,S0112,Fashion,37.44,False,10,New
O001358,P01049,2022-11-30,3,63.42,S0029,Books,190.26,False,6,New
O001359,P01784,2023-03-16,1,11.52,S0074,Food & Beverage,16.13,True,4,VIP
O001360,P01397,2024-01-14,2,6.37,S0130,Toys & Games,14.65,False,4,Returning
O001361,P00397,2023-08-19,3,52.91,S0032,Home & Garden,182.54,False,9,Returning
O001362,P00337,2023-02-06,2,56.03,S0055,Electronics,112.06,False,7,New
O001363,P00936,2022-08-10,2,92.99,S0037,Fashion,213.88,True,5,Returning
O001364,P00968,2023-05-23,1,71.06,S0131,Jewelry,71.06,False,7,New
O001365,P00855,2024-01-02,1,37.13,S0032,Fashion,42.7,False,6,Returning
O001366,P00903,2023-03-18,1,116.98,S0111,Sports,163.77,True,5,VIP
O001367,P00672,2023-09-16,1,29.65,S0013,Food & Beverage,29.65,False,6,New
O001368,P01304,2022-12-13,1,89.16,S0030,Electronics,124.82,False,5,VIP
O001369,P00769,2022-08-28,3,22.51,S0120,Electronics,77.66,False,6,Returning
O001370,P00623,2022-11-21,1,36.64,S0068,Home & Garden,42.14,False,3,Returning
O001371,P00559,2023-06-23,1,460.07,S0089,Jewelry,529.08,False,8,Returning
O001372,P01715,2023-05-12,1,14.88,S0057,Art & Crafts,14.88,False,3,New
O001373,P00548,2023-07-15,1,76.86,S0055,Toys & Games,88.39,True,2,Returning
O001374,P00923,2023-11-25,1,55.34,S0122,Electronics,55.34,False,4,New
O001375,P01222,2023-10-01,3,53.07,S0146,Food & Beverage,159.21,False,6,New
O001376,P00554,2023-12-16,3,7.94,S0008,Books,27.39,False,3,Returning
O001377,P00479,2022-12-11,1,117.25,S0041,Art & Crafts,134.84,False,5,Returning
O001378,P00844,2022-12-17,3,32.18,S0088,Toys & Games,135.16,False,5,VIP
O001379,P01626,2023-10-14,1,22.66,S0138,Sports,22.66,False,3,New
O001380,P01881,2023-03-18,1,11.97,S0021,Beauty,13.77,False,5,Returning
O001381,P01604,2022-10-21,3,12.48,S0112,Fashion,37.44,False,6,New
O001382,P00070,2023-02-16,1,101.38,S0034,Sports,116.59,False,5,Returning
O001383,P00505,2023-04-04,1,15.92,S0115,Books,18.31,False,8,Returning
O001384,P00110,2023-11-04,3,14.31,S0028,Food & Beverage,60.1,False,8,VIP
O001385,P01406,2022-09-25,1,54.35,S0115,Home & Garden,54.35,False,3,New
O001386,P00397,2022-12-05,1,52.91,S0032,Home & Garden,60.85,False,5,Returning
O001387,P01433,2022-09-13,2,45.76,S0079,Food & Beverage,91.52,False,4,New
O001388,P00351,2023-09-16,1,64.17,S0130,Toys & Games,73.8,False,6,Returning
O001389,P01558,2023-02-04,1,31.0,S0135,Toys & Games,43.4,False,3,VIP
O001390,P01525,2022-12-12,1,17.23,S0013,Toys & Games,19.81,False,5,Returning
O001391,P00995,2022-10-29,3,59.48,S0123,Books,249.82,False,4,VIP
O001392,P00789,2023-06-03,3,70.28,S0119,Jewelry,295.18,False,4,VIP
O001393,P01935,2022-09-26,1,13.08,S0004,Books,15.04,False,4,Returning
O001394,P01731,2022-10-04,3,10.46,S0138,Food & Beverage,36.09,False,5,Returning
O001395,P00421,2024-01-07,2,1.59,S0032,Books,3.18,False,3,New
O001396,P01581,2023-03-19,1,45.02,S0108,Sports,51.77,False,5,Returning
O001397,P00922,2022-08-18,2,20.31,S0045,Fashion,46.71,False,8,Returning
O001398,P00111,2023-12-02,1,46.8,S0039,Beauty,46.8,False,3,New
O001399,P00209,2023-05-02,2,15.69,S0049,Electronics,31.38,False,3,New
O001400,P01766,2023-11-06,1,29.91,S0128,Books,29.91,False,7,New
O001401,P01463,2023-01-07,2,17.39,S0048,Fashion,40.0,False,3,Returning
O001402,P01202,2023-10-13,1,11.6,S0118,Art & Crafts,11.6,False,5,New
O001403,P00931,2023-04-09,1,18.32,S0051,Art & Crafts,18.32,False,2,New
O001404,P01786,2022-10-16,1,58.26,S0005,Jewelry,67.0,False,4,Returning
O001405,P00425,2023-03-05,1,73.96,S0142,Jewelry,85.05,False,3,Returning
O001406,P00328,2023-06-01,1,18.89,S0001,Jewelry,18.89,True,6,New
O001407,P01908,2023-08-13,1,22.47,S0034,Toys & Games,25.84,False,2,Returning
O001408,P00011,2023-10-22,2,52.79,S0066,Art & Crafts,121.42,False,3,Returning
O001409,P01276,2023-11-05,1,11.42,S0086,Books,11.42,False,2,New
O001410,P00856,2023-02-13,2,52.28,S0011,Toys & Games,120.24,False,12,Returning
O001411,P01259,2023-06-19,1,18.18,S0097,Electronics,18.18,False,5,New
O001412,P01672,2023-08-26,2,32.86,S0145,Home & Garden,65.72,False,6,New
O001413,P00254,2023-04-07,1,50.32,S0053,Electronics,50.32,False,4,New
O001414,P01590,2022-12-09,2,61.4,S0129,Fashion,141.22,False,3,Returning
O001415,P01502,2023-07-16,1,43.75,S0138,Jewelry,43.75,True,6,New
O001416,P00129,2023-11-06,1,29.82,S0008,Sports,34.29,False,3,Returning
O001417,P01762,2022-08-13,1,10.84,S0147,Art & Crafts,12.47,False,3,Returning
O001418,P01556,2023-07-09,1,18.15,S0046,Sports,25.41,False,7,VIP
O001419,P00100,2022-10-08,2,54.75,S0115,Books,109.5,False,5,New
O001420,P00290,2023-01-08,2,89.55,S0026,Jewelry,205.96,False,5,Returning
O001421,P01593,2023-06-03,1,19.42,S0003,Beauty,27.19,True,7,VIP
O001422,P01250,2023-11-07,2,93.77,S0102,Sports,187.54,False,4,New
O001423,P01677,2023-04-02,1,26.46,S0047,Sports,26.46,True,7,New
O001424,P01149,2022-12-16,1,11.78,S0107,Food & Beverage,13.55,True,4,Returning
O001425,P01462,2023-08-19,2,88.7,S0060,Food & Beverage,204.01,False,4,Returning
O001426,P01845,2022-09-03,1,21.12,S0047,Home & Garden,24.29,False,4,Returning
O001427,P01588,2023-02-26,3,237.17,S0144,Electronics,818.24,False,3,Returning
O001428,P00646,2023-02-14,1,68.13,S0148,Jewelry,68.13,True,5,New
O001429,P01828,2023-05-14,1,11.97,S0097,Food & Beverage,13.77,False,5,Returning
O001430,P00665,2023-01-08,1,34.93,S0122,Books,34.93,True,8,New
O001431,P01371,2023-10-26,2,20.97,S0117,Food & Beverage,48.23,False,6,Returning
O001432,P00698,2023-10-09,2,17.07,S0146,Beauty,39.26,False,4,Returning
O001433,P01775,2023-12-08,1,134.86,S0061,Sports,188.8,False,7,VIP
O001434,P00183,2023-07-01,1,8.8,S0064,Fashion,8.8,True,5,New
O001435,P00351,2024-01-18,2,64.17,S0130,Toys & Games,147.59,False,6,Returning
O001436,P01539,2023-10-17,2,113.85,S0114,Electronics,227.7,True,2,New
O001437,P01820,2023-08-14,3,33.57,S0125,Art & Crafts,115.82,False,4,Returning
O001438,P01402,2023-04-14,2,63.56,S0137,Home & Garden,177.97,False,7,VIP
O001439,P00708,2022-10-29,2,110.55,S0115,Jewelry,309.54,False,6,VIP
O001440,P01489,2022-09-27,2,49.26,S0058,Fashion,98.52,False,2,New
O001441,P00678,2022-08-12,1,12.71,S0142,Home & Garden,17.79,False,2,VIP
O001442,P00802,2023-06-21,2,53.01,S0047,Jewelry,106.02,False,5,New
O001443,P00340,2022-12-19,1,253.04,S0149,Electronics,253.04,False,3,New
O001444,P01165,2022-12-11,1,2.39,S0125,Toys & Games,2.39,False,9,New
O001445,P00111,2022-10-02,2,46.8,S0039,Beauty,93.6,False,2,New
O001446,P00261,2023-11-04,3,8.83,S0042,Food & Beverage,26.49,True,3,New
O001447,P01920,2023-07-04,1,79.12,S0139,Home & Garden,90.99,False,8,Returning
O001448,P01212,2022-11-01,1,8.67,S0072,Art & Crafts,12.14,False,2,VIP
O001449,P01880,2023-07-09,3,33.82,S0119,Art & Crafts,116.68,False,5,Returning
O001450,P00371,2023-02-11,2,84.48,S0104,Electronics,194.3,False,3,Returning
O001451,P01382,2023-07-24,1,26.95,S0141,Books,26.95,False,8,New
O001452,P01297,2023-05-04,2,57.12,S0012,Beauty,114.24,False,3,New
O001453,P01721,2024-01-27,3,38.86,S0057,Electronics,116.58,False,9,New
O001454,P01823,2022-08-28,2,46.52,S0026,Food & Beverage,107.0,False,2,Returning
O001455,P00604,2023-09-17,1,22.26,S0013,Books,25.6,True,4,Returning
O001456,P00449,2022-09-03,2,27.28,S0137,Home & Garden,54.56,False,2,New
O001457,P01730,2023-09-07,2,58.54,S0120,Sports,163.91,False,3,VIP
O001458,P01441,2023-08-24,1,52.12,S0082,Toys & Games,59.94,False,2,Returning
O001459,P01896,2022-10-30,3,53.15,S0009,Electronics,183.37,False,2,Returning
O001460,P00861,2023-10-27,2,12.09,S0011,Books,27.81,True,6,Returning
O001461,P01412,2023-08-30,1,32.42,S0004,Electronics,32.42,False,2,New
O001462,P01362,2023-09-10,2,12.3,S0065,Home & Garden,28.29,True,2,Returning
O001463,P01335,2023-08-12,1,25.14,S0086,Sports,35.2,False,6,VIP
O001464,P01944,2023-10-25,1,25.43,S0145,Food & Beverage,29.24,False,2,Returning
O001465,P01952,2023-05-23,3,110.31,S0098,Art & Crafts,330.93,False,8,New
O001466,P01353,2022-09-18,1,19.12,S0130,Fashion,21.99,False,5,Returning
O001467,P01071,2023-01-10,1,22.05,S0114,Food & Beverage,25.36,False,2,Returning
O001468,P00656,2023-02-03,1,14.67,S0120,Books,14.67,False,5,New
O001469,P00149,2022-12-23,2,13.7,S0094,Fashion,27.4,False,5,New
O001470,P00350,2023-02-04,2,75.31,S0038,Fashion,173.21,False,5,Returning
O001471,P00323,2023-04-08,1,17.63,S0051,Books,17.63,True,7,New
O001472,P00865,2024-01-21,2,51.36,S0076,Home & Garden,102.72,False,4,New
O001473,P01951,2023-05-04,1,52.03,S0091,Beauty,59.83,False,6,Returning
O001474,P01144,2023-01-25,2,76.2,S0070,Electronics,152.4,False,5,New
O001475,P01005,2023-10-29,1,32.53,S0118,Beauty,32.53,False,5,New
O001476,P00398,2022-10-29,2,126.39,S0010,Sports,353.89,False,6,VIP
O001477,P00646,2022-12-04,1,68.13,S0148,Jewelry,78.35,False,6,Returning
O001478,P01221,2023-08-19,3,27.95,S0089,Food & Beverage,117.39,True,6,VIP
O001479,P00413,2023-12-25,1,39.38,S0051,Sports,45.29,False,2,Returning
O001480,P01463,2022-08-11,3,17.39,S0048,Fashion,52.17,False,5,New
O001481,P00037,2022-09-19,1,10.8,S0006,Art & Crafts,10.8,True,5,New
O001482,P00187,2022-12-28,1,18.58,S0139,Sports,21.37,False,5,Returning
O001483,P00420,2022-09-04,2,38.07,S0078,Electronics,87.56,False,3,Returning
O001484,P00725,2023-03-12,1,90.95,S0107,Jewelry,104.59,True,7,Returning
O001485,P01484,2023-07-23,2,95.94,S0109,Jewelry,220.66,False,2,Returning
O001486,P01134,2023-09-25,1,27.19,S0048,Beauty,27.19,False,2,New
O001487,P00187,2023-10-31,1,18.58,S0139,Sports,26.01,False,5,VIP
O001488,P00471,2023-09-23,2,48.77,S0037,Jewelry,97.54,False,5,New
O001489,P01102,2023-04-30,2,26.7,S0102,Home & Garden,61.41,False,7,Returning
O001490,P01984,2023-03-23,1,220.55,S0061,Sports,220.55,False,6,New
O001491,P01963,2023-04-11,1,46.8,S0084,Toys & Games,65.52,False,6,VIP
O001492,P01398,2023-01-07,1,7.23,S0126,Sports,7.23,False,5,New
O001493,P00810,2023-03-26,2,14.37,S0124,Sports,33.05,True,3,Returning
O001494,P00330,2023-09-09,1,11.2,S0101,Fashion,11.2,False,5,New
O001495,P01149,2023-06-03,2,11.78,S0107,Food & Beverage,32.98,False,3,VIP
O001496,P01340,2023-03-19,1,29.52,S0042,Toys & Games,33.95,False,5,Returning
O001497,P00958,2023-03-12,2,15.9,S0105,Food & Beverage,36.57,False,5,Returning
O001498,P00320,2023-01-24,2,63.4,S0031,Electronics,126.8,False,4,New
O001499,P00475,2023-02-20,1,49.41,S0128,Fashion,69.17,False,4,VIP
O001500,P01513,2024-01-16,1,24.45,S0068,Toys & Games,24.45,False,8,New
O001501,P00826,2023-05-14,3,36.82,S0027,Sports,110.46,True,3,New
O001502,P00514,2023-11-05,1,235.5,S0054,Jewelry,235.5,False,3,New
O001503,P00334,2023-01-15,1,19.09,S0057,Books,19.09,False,6,New
O001504,P01095,2023-01-22,2,12.87,S0073,Food & Beverage,25.74,False,3,New
O001505,P00465,2023-09-09,1,28.6,S0103,Beauty,32.89,False,5,Returning
O001506,P01400,2023-06-12,3,10.57,S0056,Books,31.71,False,2,New
O001507,P00724,2023-11-02,1,84.82,S0013,Books,97.54,False,4,Returning
O001508,P00008,2023-09-04,1,82.6,S0047,Jewelry,82.6,False,5,New
O001509,P01720,2023-12-12,1,26.31,S0108,Home & Garden,30.26,False,8,Returning
O001510,P00164,2023-11-19,1,16.15,S0113,Jewelry,18.57,False,3,Returning
O001511,P01989,2022-09-24,1,19.98,S0052,Food & Beverage,19.98,False,4,New
O001512,P00781,2022-09-10,2,8.43,S0058,Food & Beverage,19.39,False,2,Returning
O001513,P01319,2023-05-29,1,48.84,S0032,Electronics,48.84,False,6,New
O001514,P00358,2023-08-31,1,17.42,S0088,Fashion,17.42,True,4,New
O001515,P00081,2024-01-14,2,31.64,S0048,Food & Beverage,72.77,False,4,Returning
O001516,P00774,2022-11-26,2,6.17,S0007,Art & Crafts,14.19,False,8,Returning
O001517,P01299,2023-04-10,3,42.4,S0144,Food & Beverage,127.2,False,7,New
O001518,P00921,2023-01-22,2,45.78,S0025,Jewelry,128.18,False,5,VIP
O001519,P00899,2023-09-11,1,67.36,S0092,Fashion,77.46,False,10,Returning
O001520,P01641,2023-04-08,2,63.96,S0003,Beauty,147.11,False,4,Returning
O001521,P01845,2022-09-09,1,21.12,S0047,Home & Garden,24.29,False,4,Returning
O001522,P01564,2022-11-26,3,83.74,S0029,Art & Crafts,351.71,False,6,VIP
O001523,P00922,2023-06-04,2,20.31,S0045,Fashion,40.62,True,6,New
O001524,P01071,2023-04-14,2,22.05,S0114,Food & Beverage,61.74,False,3,VIP
O001525,P01416,2023-03-24,3,87.73,S0101,Toys & Games,368.47,False,5,VIP
O001526,P00825,2023-03-16,3,24.12,S0079,Sports,72.36,False,4,New
O001527,P01591,2024-01-20,1,48.44,S0108,Home & Garden,48.44,False,4,New
O001528,P01018,2022-10-21,1,26.8,S0057,Food & Beverage,30.82,False,5,Returning
O001529,P01103,2022-09-25,1,31.67,S0019,Fashion,44.34,False,7,VIP
O001530,P01537,2023-06-07,1,18.5,S0078,Art & Crafts,18.5,False,4,New
O001531,P00680,2023-02-26,3,6.01,S0098,Fashion,18.03,False,4,New
O001532,P01047,2023-03-17,1,43.98,S0126,Toys & Games,50.58,False,6,Returning
O001533,P01252,2022-10-29,1,42.86,S0032,Home & Garden,49.29,False,3,Returning
O001534,P00438,2023-08-12,3,27.94,S0002,Art & Crafts,96.39,False,5,Returning
O001535,P01322,2023-07-20,1,29.36,S0142,Books,29.36,False,2,New
O001536,P02000,2022-10-16,1,56.04,S0110,Home & Garden,64.45,False,4,Returning
O001537,P00946,2023-04-05,1,7.15,S0076,Books,7.15,False,5,New
O001538,P01284,2022-09-10,1,146.95,S0116,Electronics,168.99,False,2,Returning
O001539,P00776,2023-06-26,1,63.35,S0139,Beauty,88.69,False,4,VIP
O001540,P00676,2024-01-27,1,27.34,S0073,Toys & Games,27.34,False,5,New
O001541,P00010,2022-11-21,1,87.17,S0142,Jewelry,100.25,False,8,Returning
O001542,P01652,2024-01-21,2,62.03,S0063,Home & Garden,142.67,False,4,Returning
O001543,P00158,2023-03-31,1,105.39,S0066,Electronics,121.2,False,3,Returning
O001544,P00868,2023-04-30,2,29.84,S0080,Fashion,68.63,True,6,Returning
O001545,P00784,2023-05-24,2,24.0,S0004,Toys & Games,55.2,True,2,Returning
O001546,P01182,2023-07-30,2,93.17,S0108,Electronics,214.29,False,2,Returning
O001547,P00320,2023-07-09,2,63.4,S0031,Electronics,145.82,False,6,Returning
O001548,P01900,2023-07-30,1,56.9,S0121,Food & Beverage,56.9,False,5,New
O001549,P01226,2023-06-29,1,35.81,S0108,Jewelry,35.81,False,6,New
O001550,P00121,2022-12-31,2,15.87,S0138,Home & Garden,31.74,False,6,New
O001551,P00139,2023-05-20,3,8.08,S0121,Food & Beverage,27.88,False,5,Returning
O001552,P00674,2023-08-05,1,214.91,S0125,Jewelry,300.87,False,6,VIP
O001553,P01744,2023-01-21,1,69.33,S0007,Toys & Games,69.33,False,2,New
O001554,P01591,2023-03-20,1,48.44,S0108,Home & Garden,48.44,False,2,New
O001555,P01363,2023-07-18,1,29.0,S0110,Electronics,29.0,False,9,New
O001556,P01284,2022-09-29,3,146.95,S0116,Electronics,506.98,False,5,Returning
O001557,P01457,2022-12-13,2,59.07,S0017,Sports,135.86,False,6,Returning
O001558,P00044,2022-10-18,2,41.24,S0095,Toys & Games,94.85,False,2,Returning
O001559,P01183,2022-08-11,1,146.25,S0074,Beauty,146.25,False,7,New
O001560,P00816,2023-01-21,2,7.37,S0018,Food & Beverage,20.64,False,4,VIP
O001561,P01379,2023-12-03,1,31.24,S0128,Jewelry,35.93,False,6,Returning
O001562,P00098,2023-04-01,1,32.13,S0014,Beauty,32.13,False,6,New
O001563,P01562,2023-08-19,1,26.31,S0022,Food & Beverage,26.31,False,7,New
O001564,P01895,2023-06-07,1,25.95,S0133,Jewelry,25.95,False,8,New
O001565,P01734,2022-08-29,3,27.05,S0106,Beauty,81.15,False,2,New
O001566,P01633,2024-01-19,1,15.86,S0004,Toys & Games,18.24,False,6,Returning
O001567,P00239,2023-05-06,2,147.46,S0042,Jewelry,294.92,False,2,New
O001568,P00475,2023-04-27,2,49.41,S0128,Fashion,138.35,False,5,VIP
O001569,P00524,2024-01-08,1,40.2,S0081,Home & Garden,46.23,False,2,Returning
O001570,P00557,2023-11-04,1,62.27,S0118,Toys & Games,71.61,False,3,Returning
O001571,P01416,2023-09-09,1,87.73,S0101,Toys & Games,87.73,False,3,New
