review_id,order_id,product_id,seller_id,category,rating,review_date,seller_response_days,has_seller_response,helpful_votes
R001920,O007349,P01270,S0050,Beauty,5.0,2022-09-16,11,False,12.0
R001921,O009045,P01587,S0106,Electronics,5.0,2022-11-24,11,False,12.0
R001922,O002129,P01215,S0037,Beauty,5.0,2023-03-21,14,False,14.0
R001923,O002767,P00675,S0089,Toys & Games,5.0,2023-03-29,4,True,12.0
R001924,O002109,P01157,S0051,Toys & Games,5.0,2023-09-09,0,True,12.0
R001925,O003617,P01926,S0016,Beauty,5.0,2023-08-29,9,False,12.0
R001926,O001545,P00784,S0004,Toys & Games,5.0,2023-06-02,5,True,13.0
R001927,O006914,P00397,S0032,Home & Garden,5.0,2023-06-25,12,False,16.0
R001928,O001719,P00887,S0104,Toys & Games,5.0,2022-08-29,10,False,13.0
R001929,O007435,P00852,S0082,Jewelry,5.0,2023-06-22,7,True,19.0
R001930,O007365,P01139,S0037,Art & Crafts,5.0,2022-09-23,12,False,14.0
R001931,O006235,P01980,S0121,Sports,5.0,2023-08-08,5,True,13.0
R001932,O000725,P01731,S0138,Food & Beverage,4.0,2022-08-26,10,False,12.0
R001933,O006673,P00343,S0057,Toys & Games,5.0,2022-12-26,14,False,13.0
R001934,O008029,P01217,S0050,Jewelry,5.0,2023-03-29,9,False,12.0
R001935,O005492,P01834,S0147,Food & Beverage,5.0,2022-12-08,7,True,12.0
R001936,O001128,P00907,S0132,Toys & Games,5.0,2022-11-09,13,False,14.0
R001937,O002957,P00651,S0110,Electronics,5.0,2023-10-16,10,False,12.0
R001938,O005156,P00443,S0130,Jewelry,5.0,2024-01-17,10,False,12.0
R001939,O004817,P00668,S0082,Electronics,5.0,2022-09-22,10,False,13.0
R001940,O006202,P00454,S0024,Home & Garden,5.0,2023-07-22,9,False,12.0
R001941,O006224,P00792,S0116,Jewelry,5.0,2023-03-22,7,True,16.0
R001942,O008686,P00759,S0148,Electronics,5.0,2023-06-11,9,False,14.0
R001943,O007114,P00837,S0017,Beauty,4.0,2022-10-04,14,False,11.0
R001944,O005275,P00125,S0111,Art & Crafts,5.0,2023-07-24,8,False,14.0
R001945,O008536,P00754,S0063,Art & Crafts,5.0,2023-11-20,6,True,15.0
R001946,O003044,P00704,S0040,Art & Crafts,5.0,2022-11-03,14,False,15.0
R001947,O006912,P01708,S0070,Electronics,5.0,2023-03-04,6,True,12.0
R001948,O000150,P00538,S0102,Books,5.0,2022-11-24,6,True,11.0
R001949,O007574,P01282,S0098,Sports,4.0,2023-11-05,8,False,11.0
R001950,O004206,P00308,S0111,Food & Beverage,5.0,2022-10-20,10,False,10.0
R001951,O005493,P00992,S0130,Sports,5.0,2023-04-14,10,False,15.0
R001952,O002690,P01679,S0124,Electronics,5.0,2023-11-28,14,False,12.0
R001953,O004221,P00898,S0072,Books,5.0,2022-08-24,9,False,18.0
R001954,O009102,P00010,S0142,Jewelry,4.0,2023-04-17,12,False,10.0
R001955,O000842,P00380,S0049,Books,5.0,2023-05-31,6,True,13.0
R001956,O008137,P00255,S0104,Home & Garden,5.0,2022-12-23,7,True,11.0
R001957,O006438,P00164,S0113,Jewelry,5.0,2023-02-19,7,True,14.0
R001958,O009700,P00582,S0116,Toys & Games,4.0,2023-11-03,5,True,10.0
R001959,O006200,P00576,S0007,Art & Crafts,5.0,2023-01-27,13,False,10.0
R001960,O002795,P01214,S0091,Books,4.0,2024-01-10,10,False,9.0
R001961,O007626,P00364,S0081,Sports,4.0,2023-08-17,4,True,12.0
R001962,O008475,P00770,S0050,Home & Garden,5.0,2023-08-15,11,False,12.0
R001963,O007890,P01316,S0149,Books,4.0,2024-01-12,9,False,11.0
R001964,O006608,P01413,S0103,Toys & Games,5.0,2022-09-12,14,False,14.0
R001965,O009195,P01430,S0130,Toys & Games,5.0,2023-03-16,8,False,19.0
R001966,O008248,P01796,S0125,Toys & Games,5.0,2022-12-17,10,False,12.0
R001967,O001393,P01935,S0004,Books,5.0,2022-10-24,11,False,12.0
R001968,O001922,P00041,S0115,Beauty,5.0,2023-04-08,10,False,14.0
R001969,O007019,P01101,S0132,Toys & Games,5.0,2024-01-08,13,False,12.0
R001970,O003622,P01214,S0091,Books,5.0,2023-06-12,8,False,12.0
R001971,O004849,P00974,S0026,Home & Garden,5.0,2022-12-09,5,True,11.0
R001972,O002292,P01376,S0068,Art & Crafts,5.0,2023-06-25,6,True,12.0
R001973,O002134,P00855,S0032,Fashion,5.0,2023-11-22,12,False,18.0
R001974,O000551,P01536,S0059,Home & Garden,5.0,2023-04-24,10,False,12.0
R001975,O001741,P01009,S0010,Toys & Games,5.0,2024-01-16,10,False,11.0
R001976,O005290,P01323,S0036,Fashion,5.0,2023-09-17,3,True,13.0
R001977,O001818,P00360,S0063,Books,5.0,2023-07-09,5,True,12.0
R001978,O004699,P00394,S0055,Home & Garden,5.0,2023-12-30,6,True,12.0
R001979,O005182,P00612,S0062,Electronics,4.0,2023-09-18,9,False,8.0
R001980,O003019,P00533,S0025,Toys & Games,5.0,2023-01-05,11,False,14.0
R001981,O000018,P00945,S0135,Toys & Games,5.0,2023-03-06,2,True,10.0
R001982,O001771,P01547,S0119,Food & Beverage,5.0,2023-08-27,2,True,14.0
R001983,O001889,P00699,S0037,Toys & Games,5.0,2022-09-16,13,False,11.0
R001984,O002153,P00381,S0030,Electronics,5.0,2023-08-09,11,False,16.0
R001985,O001643,P00861,S0011,Books,5.0,2023-11-23,11,False,15.0
R001986,O007847,P00624,S0146,Beauty,5.0,2022-12-28,13,False,13.0
R001987,O004194,P01862,S0008,Sports,5.0,2022-09-25,8,False,14.0
R001988,O009433,P01958,S0072,Jewelry,5.0,2023-11-14,8,False,10.0
R001989,O008899,P00588,S0045,Food & Beverage,5.0,2023-11-25,14,False,12.0
R001990,O000534,P01081,S0033,Home & Garden,5.0,2023-12-04,13,False,11.0
R001991,O000133,P01354,S0020,Fashion,5.0,2022-12-01,9,False,13.0
R001992,O007723,P00522,S0036,Beauty,5.0,2024-01-15,5,True,11.0
R001993,O008459,P00193,S0005,Sports,4.0,2022-11-27,8,False,9.0
R001994,O000965,P00499,S0064,Jewelry,4.0,2022-12-21,11,False,14.0
R001995,O008720,P01450,S0082,Sports,5.0,2023-06-22,11,False,12.0
R001996,O006413,P01773,S0081,Books,5.0,2023-08-27,8,False,12.0
R001997,O008286,P00850,S0018,Beauty,5.0,2023-01-14,6,True,13.0
R001998,O007854,P01741,S0082,Books,5.0,2022-11-19,5,True,10.0
R001999,O001096,P01805,S0049,Fashion,5.0,2023-08-19,8,False,15.0
R002000,O006930,P01275,S0003,Sports,5.0,2022-12-16,8,False,15.0
R002001,O009255,P01566,S0002,Beauty,5.0,2022-09-12,6,True,16.0
R002002,O001562,P00098,S0014,Beauty,4.0,2023-04-25,10,False,9.0
R002003,O001671,P01880,S0119,Art & Crafts,5.0,2023-05-03,4,True,13.0
R002004,O006088,P00198,S0084,Beauty,5.0,2023-07-20,9,False,13.0
R002005,O006670,P01017,S0001,Sports,5.0,2023-10-24,13,False,16.0
R002006,O005934,P00649,S0054,Art & Crafts,5.0,2024-01-04,3,True,14.0
R002007,O008830,P00312,S0068,Fashion,5.0,2023-08-01,5,True,13.0
R002008,O007946,P00159,S0075,Books,5.0,2023-02-08,5,True,15.0
R002009,O003509,P00441,S0148,Home & Garden,5.0,2023-10-30,6,True,14.0
R002010,O002003,P01435,S0138,Art & Crafts,5.0,2023-04-21,8,False,17.0
R002011,O005867,P00344,S0117,Fashion,5.0,2022-12-26,5,True,11.0
R002012,O000169,P00296,S0074,Jewelry,5.0,2023-01-04,7,True,13.0
R002013,O002589,P00807,S0131,Art & Crafts,5.0,2023-06-28,14,False,12.0
R002014,O005906,P00523,S0148,Books,5.0,2023-06-10,6,True,13.0
R002015,O009530,P00951,S0037,Jewelry,5.0,2023-04-15,8,False,14.0
R002016,O006385,P00558,S0025,Food & Beverage,5.0,2022-10-10,9,False,13.0
R002017,O007825,P01936,S0047,Home & Garden,5.0,2023-11-26,9,False,12.0
R002018,O009780,P00254,S0053,Electronics,5.0,2022-09-24,7,True,12.0
R002019,O004630,P01807,S0135,Sports,5.0,2024-01-15,5,True,13.0
R002020,O008561,P01625,S0020,Toys & Games,5.0,2023-07-05,9,False,14.0
R002021,O009292,P01071,S0114,Food & Beverage,4.0,2023-07-12,8,False,9.0
R002022,O006875,P00011,S0066,Art & Crafts,5.0,2023-02-28,9,False,13.0
R002023,O006522,P00914,S0041,Home & Garden,4.0,2023-11-19,9,False,10.0
R002024,O008980,P01607,S0086,Sports,5.0,2023-11-02,13,False,14.0
R002025,O006648,P00388,S0113,Home & Garden,5.0,2023-05-18,5,True,15.0
R002026,O009826,P01173,S0146,Toys & Games,5.0,2023-04-23,9,False,12.0
R002027,O000211,P00741,S0077,Food & Beverage,5.0,2022-11-04,7,True,10.0
R002028,O005279,P01804,S0063,Jewelry,5.0,2023-05-03,5,True,11.0
R002029,O001920,P01103,S0019,Fashion,3.0,2023-12-03,14,False,13.0
R002030,O000719,P00506,S0026,Books,5.0,2022-10-10,11,False,13.0
R002031,O004869,P00616,S0103,Sports,5.0,2023-09-16,10,False,14.0
R002032,O007835,P00292,S0027,Jewelry,4.0,2022-10-04,10,False,9.0
R002033,O001299,P00459,S0114,Food & Beverage,5.0,2023-08-05,2,True,12.0
R002034,O009194,P00582,S0116,Toys & Games,5.0,2023-02-23,3,True,14.0
R002035,O004618,P00557,S0118,Toys & Games,4.0,2023-12-16,9,False,10.0
R002036,O003129,P01617,S0144,Electronics,5.0,2023-04-09,9,False,12.0
R002037,O009796,P01944,S0145,Food & Beverage,5.0,2022-11-21,10,False,14.0
R002038,O003980,P01118,S0149,Sports,5.0,2023-02-01,12,False,12.0
R002039,O009925,P01478,S0101,Art & Crafts,5.0,2023-06-19,13,False,15.0
R002040,O008318,P00024,S0106,Sports,5.0,2024-01-24,13,False,18.0
R002041,O004394,P00085,S0036,Electronics,5.0,2023-05-14,6,True,15.0
R002042,O001288,P00929,S0053,Food & Beverage,5.0,2023-02-12,7,True,13.0
R002043,O004356,P00865,S0076,Home & Garden,5.0,2023-08-18,11,False,16.0
R002044,O007014,P01397,S0130,Toys & Games,5.0,2022-08-21,9,False,16.0
R002045,O003886,P00784,S0004,Toys & Games,5.0,2022-11-19,11,False,11.0
R002046,O005750,P00490,S0031,Beauty,4.0,2023-03-08,5,True,10.0
R002047,O009170,P00150,S0095,Art & Crafts,5.0,2023-05-30,11,False,12.0
R002048,O002408,P01071,S0114,Food & Beverage,5.0,2023-06-13,2,True,13.0
R002049,O002014,P00849,S0021,Beauty,5.0,2023-01-05,7,True,13.0
R002050,O005154,P01898,S0134,Toys & Games,5.0,2022-09-30,11,False,15.0
R002051,O008552,P01392,S0060,Jewelry,5.0,2023-12-07,13,False,12.0
R002052,O004377,P00500,S0130,Jewelry,5.0,2024-01-25,7,True,13.0
R002053,O008823,P01133,S0072,Home & Garden,5.0,2023-12-13,11,False,12.0
R002054,O004274,P01700,S0069,Sports,5.0,2023-01-17,12,False,15.0
R002055,O005826,P00813,S0025,Beauty,5.0,2023-10-21,11,False,11.0
R002056,O006700,P01447,S0034,Toys & Games,5.0,2023-12-09,8,False,14.0
R002057,O007244,P01919,S0108,Sports,5.0,2023-12-06,8,False,11.0
R002058,O000450,P00338,S0115,Electronics,5.0,2022-12-03,10,False,13.0
R002059,O002228,P00189,S0077,Books,5.0,2022-09-19,8,False,12.0
R002060,O005757,P01467,S0058,Art & Crafts,5.0,2023-08-21,13,False,12.0
R002061,O000811,P01033,S0078,Beauty,5.0,2023-03-21,9,False,13.0
R002062,O004181,P01998,S0105,Toys & Games,5.0,2023-02-07,4,True,11.0
R002063,O009001,P00199,S0065,Art & Crafts,3.0,2022-09-06,13,False,10.0
R002064,O005439,P01187,S0056,Books,5.0,2022-11-23,2,True,13.0
R002065,O007534,P01246,S0024,Art & Crafts,5.0,2023-06-27,9,False,13.0
R002066,O006370,P00650,S0117,Electronics,5.0,2023-02-20,6,True,12.0
R002067,O008417,P00354,S0017,Jewelry,5.0,2023-06-20,14,False,12.0
R002068,O001478,P01221,S0089,Food & Beverage,5.0,2023-08-29,3,True,14.0
R002069,O001791,P01664,S0146,Jewelry,5.0,2023-04-18,14,False,15.0
R002070,O002009,P00469,S0109,Books,4.0,2023-11-29,10,False,11.0
R002071,O000683,P00306,S0141,Art & Crafts,5.0,2024-02-07,0,True,11.0
R002072,O002817,P00785,S0099,Home & Garden,5.0,2023-11-30,13,False,12.0
R002073,O009432,P00240,S0089,Fashion,5.0,2023-09-23,7,True,11.0
R002074,O003775,P00876,S0077,Toys & Games,5.0,2023-05-30,10,False,16.0
R002075,O006496,P01103,S0019,Fashion,5.0,2023-10-27,11,False,16.0
R002076,O008879,P01051,S0038,Art & Crafts,5.0,2024-01-06,14,False,13.0
R002077,O007362,P00904,S0127,Home & Garden,5.0,2022-12-04,7,True,13.0
R002078,O008367,P01756,S0021,Art & Crafts,5.0,2024-02-21,11,False,10.0
R002079,O007475,P01641,S0003,Beauty,5.0,2023-07-20,11,False,11.0
R002080,O000047,P00734,S0023,Home & Garden,5.0,2023-06-10,12,False,12.0
R002081,O000031,P00047,S0008,Home & Garden,5.0,2023-12-13,8,False,12.0
R002082,O008251,P01389,S0093,Food & Beverage,5.0,2024-01-09,9,False,11.0
R002083,O006936,P01609,S0058,Sports,5.0,2023-11-25,13,False,13.0
R002084,O001469,P00149,S0094,Fashion,5.0,2023-01-03,8,False,13.0
R002085,O001666,P01756,S0021,Art & Crafts,5.0,2023-09-25,5,True,16.0
R002086,O001417,P01762,S0147,Art & Crafts,5.0,2022-08-28,5,True,13.0
R002087,O006481,P01719,S0060,Food & Beverage,5.0,2023-12-13,10,False,11.0
R002088,O004853,P01752,S0128,Beauty,5.0,2023-12-07,7,True,13.0
R002089,O002471,P00070,S0034,Sports,5.0,2023-07-13,6,True,16.0
R002090,O004374,P00568,S0016,Art & Crafts,5.0,2023-05-05,10,False,14.0
R002091,O008525,P01203,S0021,Jewelry,5.0,2023-12-10,8,False,13.0
R002092,O000430,P01883,S0004,Electronics,5.0,2023-07-04,10,False,11.0
R002093,O005245,P00328,S0001,Jewelry,4.0,2023-05-01,12,False,13.0
R002094,O002120,P01462,S0060,Food & Beverage,5.0,2023-06-08,11,False,16.0
R002095,O000386,P01546,S0032,Sports,5.0,2022-09-12,11,False,11.0
R002096,O001946,P00735,S0138,Beauty,5.0,2023-05-19,10,False,12.0
R002097,O004225,P01195,S0120,Jewelry,5.0,2022-12-08,6,True,14.0
R002098,O000474,P00927,S0136,Electronics,5.0,2023-12-11,12,False,10.0
R002099,O002130,P01895,S0133,Jewelry,5.0,2023-09-13,8,False,12.0
R002100,O006557,P01445,S0117,Sports,5.0,2023-10-13,3,True,14.0
R002101,O006999,P01311,S0104,Fashion,5.0,2024-01-22,11,False,13.0
R002102,O001056,P01171,S0144,Home & Garden,5.0,2023-10-14,9,False,11.0
R002103,O003275,P01692,S0094,Sports,5.0,2022-11-30,6,True,11.0
R002104,O004962,P01886,S0128,Home & Garden,5.0,2022-10-08,7,True,12.0
R002105,O005364,P01321,S0038,Toys & Games,5.0,2023-06-08,10,False,16.0
R002106,O005817,P00134,S0006,Fashion,4.0,2022-09-17,14,False,17.0
R002107,O000812,P01391,S0130,Food & Beverage,5.0,2022-09-17,9,False,15.0
R002108,O004574,P01387,S0060,Fashion,5.0,2023-11-01,10,False,14.0
R002109,O006138,P01853,S0080,Home & Garden,5.0,2023-07-20,8,False,12.0
R002110,O002389,P01895,S0133,Jewelry,5.0,2022-12-06,8,False,13.0
R002111,O009649,P01815,S0120,Home & Garden,5.0,2023-03-24,9,False,15.0
R002112,O006226,P00088,S0113,Books,5.0,2023-10-18,8,False,11.0
R002113,O000112,P01751,S0120,Jewelry,5.0,2022-12-23,9,False,15.0
R002114,O008910,P01645,S0120,Food & Beverage,5.0,2023-10-24,6,True,12.0
R002115,O001746,P01762,S0147,Art & Crafts,5.0,2023-04-24,9,False,14.0
R002116,O007852,P00122,S0067,Home & Garden,5.0,2023-07-16,12,False,12.0
R002117,O001453,P01721,S0057,Electronics,5.0,2024-02-19,9,False,11.0
R002118,O000320,P00945,S0135,Toys & Games,5.0,2022-09-19,2,True,11.0
R002119,O008594,P00387,S0115,Books,5.0,2023-04-20,9,False,13.0
R002120,O003334,P00228,S0014,Toys & Games,5.0,2023-08-13,10,False,11.0
R002121,O001923,P00738,S0082,Jewelry,5.0,2023-11-21,5,True,13.0
R002122,O005866,P00575,S0117,Toys & Games,4.0,2024-01-18,2,True,13.0
R002123,O009529,P00428,S0074,Books,5.0,2023-07-31,7,True,14.0
R002124,O003686,P00111,S0039,Beauty,5.0,2024-01-02,8,False,16.0
R002125,O004276,P00471,S0037,Jewelry,5.0,2023-06-09,10,False,13.0
R002126,O004890,P01256,S0131,Toys & Games,5.0,2023-10-12,12,False,12.0
R002127,O005226,P00425,S0142,Jewelry,5.0,2023-06-29,13,False,17.0
R002128,O007473,P00212,S0078,Jewelry,5.0,2023-04-04,10,False,15.0
R002129,O003606,P00932,S0044,Home & Garden,5.0,2023-09-26,3,True,10.0
R002130,O001053,P01250,S0102,Sports,5.0,2023-12-10,10,False,12.0
R002131,O004157,P01587,S0106,Electronics,4.0,2023-01-16,12,False,11.0
R002132,O009677,P01178,S0089,Beauty,5.0,2023-01-01,8,False,13.0
R002133,O000100,P00901,S0084,Electronics,5.0,2023-02-22,8,False,12.0
R002134,O007509,P00707,S0093,Electronics,5.0,2023-05-03,5,True,12.0
R002135,O001457,P01730,S0120,Sports,5.0,2023-09-19,9,False,12.0
R002136,O007689,P00090,S0047,Sports,5.0,2023-12-03,10,False,13.0
R002137,O004005,P01873,S0139,Jewelry,5.0,2023-05-13,12,False,14.0
R002138,O006867,P01855,S0109,Food & Beverage,5.0,2022-08-20,12,False,12.0
R002139,O004510,P01753,S0142,Electronics,5.0,2023-11-15,12,False,11.0
R002140,O003300,P00357,S0025,Sports,5.0,2023-07-26,13,False,13.0
R002141,O003800,P01295,S0055,Food & Beverage,5.0,2023-03-04,5,True,14.0
R002142,O004282,P01364,S0080,Books,5.0,2023-04-08,11,False,16.0
R002143,O009052,P01134,S0048,Beauty,5.0,2023-11-01,7,True,14.0
R002144,O006463,P00065,S0001,Food & Beverage,5.0,2023-07-10,12,False,16.0
R002145,O007913,P00806,S0147,Food & Beverage,5.0,2023-07-21,8,False,16.0
R002146,O001415,P01502,S0138,Jewelry,5.0,2023-07-26,7,True,12.0
R002147,O000541,P00936,S0037,Fashion,5.0,2023-06-17,10,False,13.0
R002148,O005816,P01138,S0048,Fashion,5.0,2023-08-04,9,False,14.0
R002149,O008200,P01114,S0143,Books,5.0,2022-09-12,10,False,12.0
R002150,O003681,P00511,S0011,Jewelry,5.0,2023-03-25,14,False,11.0
R002151,O000755,P01254,S0036,Toys & Games,5.0,2023-05-09,5,True,14.0
R002152,O004197,P00498,S0046,Jewelry,5.0,2023-06-28,6,True,11.0
R002153,O002651,P00637,S0046,Electronics,5.0,2023-11-19,9,False,13.0
R002154,O004523,P01647,S0082,Sports,5.0,2023-03-18,9,False,13.0
R002155,O009520,P00082,S0061,Beauty,5.0,2023-10-14,10,False,15.0
R002156,O003119,P01628,S0037,Beauty,5.0,2022-10-09,9,False,11.0
R002157,O003729,P00713,S0040,Food & Beverage,5.0,2023-09-08,14,False,13.0
R002158,O003887,P00583,S0146,Electronics,5.0,2022-09-21,14,False,12.0
R002159,O007108,P00301,S0047,Toys & Games,5.0,2023-05-04,11,False,14.0
R002160,O008069,P01740,S0084,Electronics,5.0,2022-09-27,8,False,13.0
R002161,O007326,P00442,S0011,Art & Crafts,4.0,2023-02-23,14,False,9.0
R002162,O008484,P01654,S0150,Sports,5.0,2023-05-03,9,False,18.0
R002163,O008768,P00485,S0117,Sports,5.0,2023-01-26,4,True,14.0
R002164,O006501,P01545,S0122,Fashion,5.0,2023-10-28,5,True,11.0
R002165,O008427,P00827,S0050,Food & Beverage,5.0,2024-01-15,10,False,14.0
R002166,O007964,P01511,S0036,Home & Garden,5.0,2023-06-30,6,True,11.0
R002167,O000602,P00425,S0142,Jewelry,5.0,2024-02-10,10,False,12.0
R002168,O009250,P00528,S0017,Books,5.0,2023-08-29,12,False,14.0
R002169,O008920,P00342,S0137,Fashion,5.0,2022-11-24,5,True,12.0
R002170,O006815,P01703,S0049,Books,5.0,2023-01-28,7,True,13.0
R002171,O005412,P00186,S0126,Beauty,5.0,2023-02-25,13,False,15.0
R002172,O008748,P00647,S0093,Sports,5.0,2024-02-05,8,False,17.0
R002173,O005523,P01167,S0052,Sports,4.0,2022-12-24,7,True,12.0
R002174,O001045,P00120,S0068,Home & Garden,5.0,2023-10-28,6,True,17.0
R002175,O007335,P01558,S0135,Toys & Games,5.0,2023-04-14,7,True,15.0
R002176,O001558,P00044,S0095,Toys & Games,5.0,2022-10-30,10,False,13.0
R002177,O003740,P01721,S0057,Electronics,5.0,2024-02-08,13,False,13.0
R002178,O003523,P01339,S0049,Sports,5.0,2022-09-05,11,False,12.0
R002179,O000181,P01395,S0010,Food & Beverage,5.0,2023-07-27,11,False,12.0
R002180,O002116,P01020,S0118,Electronics,5.0,2023-03-29,13,False,13.0
R002181,O001700,P00777,S0033,Food & Beverage,5.0,2023-06-02,11,False,13.0
R002182,O001380,P01881,S0021,Beauty,4.0,2023-03-20,5,True,12.0
R002183,O007230,P01548,S0039,Home & Garden,5.0,2023-02-01,8,False,13.0
R002184,O009144,P00830,S0024,Home & Garden,5.0,2023-01-16,10,False,11.0
R002185,O000619,P00611,S0029,Sports,5.0,2023-06-17,8,False,13.0
R002186,O003182,P01810,S0127,Electronics,5.0,2023-08-17,6,True,13.0
R002187,O009852,P00437,S0082,Toys & Games,5.0,2023-12-31,6,True,11.0
R002188,O001601,P00294,S0148,Toys & Games,4.0,2023-01-02,10,False,12.0
R002189,O005964,P01410,S0097,Beauty,5.0,2023-04-18,6,True,14.0
R002190,O001616,P01119,S0147,Beauty,5.0,2022-12-20,5,True,14.0
R002191,O005921,P01069,S0055,Electronics,5.0,2023-01-26,5,True,14.0
R002192,O009592,P00696,S0133,Fashion,4.0,2023-12-25,11,False,10.0
R002193,O003892,P00259,S0067,Fashion,5.0,2023-02-04,8,False,14.0
R002194,O002084,P01968,S0102,Toys & Games,5.0,2023-02-14,11,False,12.0
R002195,O004575,P01880,S0119,Art & Crafts,5.0,2024-01-12,4,True,10.0
R002196,O005595,P01279,S0002,Fashion,5.0,2023-11-29,3,True,11.0
R002197,O005122,P00828,S0131,Art & Crafts,5.0,2023-04-05,12,False,14.0
R002198,O004588,P00740,S0002,Fashion,5.0,2022-11-15,4,True,12.0
R002199,O004903,P01527,S0144,Electronics,5.0,2022-11-02,12,False,12.0
R002200,O008253,P01166,S0117,Food & Beverage,5.0,2022-08-31,5,True,13.0
R002201,O005917,P00627,S0143,Food & Beverage,5.0,2023-01-13,13,False,13.0
R002202,O005130,P00269,S0066,Art & Crafts,5.0,2023-06-05,7,True,11.0
R002203,O008335,P00250,S0023,Art & Crafts,5.0,2023-09-17,11,False,12.0
R002204,O001919,P01222,S0146,Food & Beverage,5.0,2023-03-19,10,False,11.0
R002205,O008331,P00356,S0108,Books,5.0,2023-02-06,10,False,16.0
R002206,O005708,P01002,S0031,Electronics,5.0,2023-02-01,8,False,19.0
R002207,O005385,P00865,S0076,Home & Garden,5.0,2022-11-01,9,False,15.0
R002208,O006337,P01145,S0046,Beauty,5.0,2023-07-31,7,True,12.0
R002209,O002055,P00621,S0142,Books,5.0,2023-11-22,13,False,14.0
R002210,O007613,P00234,S0123,Food & Beverage,4.0,2023-07-05,11,False,9.0
R002211,O009210,P00219,S0040,Art & Crafts,4.0,2024-01-18,8,False,10.0
R002212,O003964,P00481,S0017,Fashion,5.0,2023-12-30,9,False,13.0
R002213,O001127,P01168,S0027,Art & Crafts,5.0,2022-11-14,10,False,12.0
R002214,O003429,P01998,S0105,Toys & Games,5.0,2022-10-03,7,True,17.0
R002215,O004602,P01365,S0054,Home & Garden,5.0,2023-01-26,6,True,13.0
R002216,O003722,P00538,S0102,Books,5.0,2023-12-24,11,False,13.0
R002217,O002390,P00272,S0123,Sports,5.0,2023-03-01,14,False,11.0
R002218,O001323,P01082,S0001,Books,5.0,2024-02-20,11,False,14.0
R002219,O001604,P01812,S0110,Fashion,5.0,2023-05-16,14,False,11.0
R002220,O007225,P01700,S0069,Sports,5.0,2023-09-20,11,False,16.0
R002221,O007426,P01963,S0084,Toys & Games,5.0,2022-12-08,10,False,11.0
R002222,O004337,P00661,S0047,Home & Garden,5.0,2023-11-05,9,False,12.0
R002223,O005594,P00153,S0131,Home & Garden,5.0,2023-03-05,9,False,14.0
R002224,O004412,P00583,S0146,Electronics,5.0,2023-07-03,14,False,12.0
R002225,O005859,P00567,S0010,Electronics,5.0,2023-07-06,11,False,12.0
R002226,O009344,P01372,S0136,Food & Beverage,5.0,2023-03-16,13,False,12.0
R002227,O003992,P01978,S0124,Toys & Games,5.0,2023-05-08,12,False,14.0
R002228,O006080,P00687,S0076,Books,5.0,2023-05-31,11,False,13.0
R002229,O001560,P00816,S0018,Food & Beverage,5.0,2023-01-27,7,True,12.0
R002230,O004683,P01111,S0088,Sports,4.0,2023-10-05,9,False,15.0
R002231,O007558,P01376,S0068,Art & Crafts,5.0,2023-08-07,4,True,11.0
R002232,O003773,P00188,S0100,Food & Beverage,5.0,2022-11-03,9,False,12.0
R002233,O008780,P01400,S0056,Books,5.0,2023-10-25,6,True,12.0
R002234,O003458,P01396,S0089,Food & Beverage,5.0,2022-12-31,4,True,12.0
R002235,O008384,P01543,S0120,Art & Crafts,5.0,2023-01-03,9,False,15.0
R002236,O001355,P01717,S0070,Toys & Games,5.0,2023-04-20,5,True,13.0
R002237,O000046,P00078,S0094,Sports,5.0,2023-04-16,5,True,14.0
R002238,O009873,P01057,S0080,Home & Garden,5.0,2022-10-03,12,False,13.0
R002239,O000749,P01247,S0046,Beauty,5.0,2023-10-11,10,False,14.0
R002240,O007918,P01777,S0028,Electronics,5.0,2023-01-24,7,True,16.0
R002241,O004242,P01600,S0149,Food & Beverage,5.0,2023-03-13,8,False,15.0
R002242,O005629,P00510,S0040,Fashion,5.0,2023-03-25,9,False,11.0
R002243,O004658,P00588,S0045,Food & Beverage,5.0,2023-10-30,8,False,13.0
R002244,O004239,P01167,S0052,Sports,5.0,2024-02-16,10,False,12.0
R002245,O003461,P01048,S0050,Art & Crafts,5.0,2024-01-27,9,False,15.0
R002246,O007382,P00129,S0008,Sports,5.0,2023-08-01,7,True,10.0
R002247,O005550,P00580,S0059,Food & Beverage,5.0,2023-06-08,11,False,13.0
R002248,O007076,P01442,S0139,Jewelry,5.0,2024-02-06,12,False,12.0
R002249,O005839,P01094,S0013,Books,5.0,2023-02-02,5,True,14.0
R002250,O008092,P00105,S0018,Fashion,5.0,2023-03-12,9,False,15.0
R002251,O005475,P00101,S0007,Beauty,5.0,2022-12-04,9,False,11.0
R002252,O003615,P01015,S0020,Books,5.0,2023-06-26,9,False,12.0
R002253,O007502,P00727,S0089,Art & Crafts,5.0,2022-11-20,8,False,13.0
R002254,O007054,P00283,S0047,Sports,5.0,2023-11-10,9,False,13.0
R002255,O007368,P01811,S0068,Toys & Games,5.0,2024-01-02,6,True,14.0
R002256,O008020,P00801,S0021,Sports,5.0,2023-03-05,5,True,12.0
R002257,O009639,P00641,S0077,Books,5.0,2023-11-03,7,True,13.0
R002258,O009056,P00738,S0082,Jewelry,5.0,2023-05-19,7,True,13.0
R002259,O000665,P01545,S0122,Fashion,5.0,2023-02-19,2,True,12.0
R002260,O002320,P00059,S0005,Home & Garden,5.0,2023-10-07,9,False,16.0
