product_id,seller_id,category,listing_date,quality_score,price
P00426,S0055,Fashion,2023-01-31,7.693445980212434,12.97
P00427,S0007,Books,2023-08-01,6.674404070337905,64.29
P00428,S0074,Books,2023-04-18,7.525017208533088,75.54
P00429,S0007,Toys & Games,2023-04-11,6.243778424160718,30.03
P00430,S0085,Electronics,2023-03-23,7.019514133801743,135.18
P00431,S0147,Beauty,2022-11-22,7.6705217510196935,38.1
P00432,S0112,Beauty,2023-02-17,6.718677981031575,11.37
P00433,S0125,Food & Beverage,2023-06-20,6.950718135361737,16.67
P00434,S0147,Food & Beverage,2023-06-06,7.227028914738534,25.76
P00435,S0036,Art & Crafts,2022-09-13,8.282012114641402,20.72
P00436,S0029,Sports,2023-10-24,8.302518415593127,36.14
P00437,S0082,Toys & Games,2023-02-28,6.82784052409389,24.62
P00438,S0002,Art & Crafts,2023-10-04,8.262817619806247,27.94
P00439,S0129,Art & Crafts,2023-05-02,6.281737207901722,31.08
P00440,S0047,Home & Garden,2023-05-03,7.2498875408156636,15.59
P00441,S0148,Home & Garden,2023-01-25,7.957741018977192,20.53
P00442,S0011,Art & Crafts,2022-09-16,7.863825465194912,10.67
P00443,S0130,Jewelry,2022-12-25,7.05774385252193,159.29
P00444,S0119,Sports,2023-05-27,8.90042241173086,7.99
P00445,S0140,Toys & Games,2022-09-29,7.626525343641349,66.67
P00446,S0020,Art & Crafts,2023-05-22,7.206027726729176,90.35
P00447,S0005,Beauty,2023-05-24,6.11426543868666,26.0
P00448,S0037,Sports,2022-12-27,7.7875483755238895,5.36
P00449,S0137,Home & Garden,2023-01-01,7.559618114140108,27.28
P00450,S0053,Beauty,2023-10-07,8.338696701525592,31.46
P00451,S0099,Home & Garden,2023-06-18,7.663147851820905,16.23
P00452,S0086,Home & Garden,2023-02-08,6.300621244967937,24.12
P00453,S0108,Sports,2023-01-07,6.577183123876267,146.43
P00454,S0024,Home & Garden,2023-02-25,7.7577622918257045,62.01
P00455,S0081,Books,2022-12-14,7.629866454917865,7.9
P00456,S0120,Electronics,2023-05-22,6.757957815854331,16.61
P00457,S0059,Books,2023-06-15,6.936922474174173,12.75
P00458,S0128,Electronics,2023-04-18,8.196612151392038,50.25
P00459,S0114,Food & Beverage,2023-05-01,7.06194120684502,34.48
P00460,S0115,Food & Beverage,2023-02-12,7.049791316514176,15.11
P00461,S0014,Home & Garden,2023-08-29,6.065599748553792,54.84
P00462,S0009,Toys & Games,2023-03-26,7.340670778390998,124.58
P00463,S0040,Toys & Games,2023-05-06,7.790200058132489,50.87
P00464,S0025,Electronics,2023-04-24,7.965304822987139,57.36
P00465,S0103,Beauty,2023-06-03,7.2740951070072555,28.6
P00466,S0022,Sports,2023-09-27,6.323275387569184,32.36
P00467,S0004,Home & Garden,2023-02-22,8.311698779998611,93.67
P00468,S0029,Sports,2023-06-27,7.532495646400121,26.06
P00469,S0109,Books,2022-10-03,6.307498624205836,17.17
P00470,S0098,Toys & Games,2023-06-23,7.8434533389033225,27.6
P00471,S0037,Jewelry,2023-02-27,7.514938101446206,48.77
P00472,S0075,Books,2023-05-06,7.963410545446303,5.52
P00473,S0070,Books,2022-11-25,8.91836140758881,21.44
P00474,S0146,Electronics,2022-12-02,6.400679642192885,56.77
P00475,S0128,Fashion,2022-11-08,7.422013383415052,49.41
P00476,S0085,Books,2022-12-24,7.37658599685451,10.8
P00477,S0042,Home & Garden,2023-10-04,6.439445500220794,96.73
P00478,S0100,Art & Crafts,2023-06-07,6.877343393606098,14.78
P00479,S0041,Art & Crafts,2022-10-04,7.564003651187883,117.25
P00480,S0034,Home & Garden,2022-09-27,8.567905036195683,9.0
P00481,S0017,Fashion,2022-10-18,6.906523545051719,46.89
P00482,S0122,Fashion,2023-09-11,8.58437987655049,48.44
P00483,S0076,Electronics,2023-09-14,8.177243592396113,31.54
P00484,S0087,Toys & Games,2022-10-29,7.809551502568521,37.2
P00485,S0117,Sports,2023-08-15,7.45685170461684,119.82
P00486,S0106,Fashion,2022-11-21,6.548023560771095,5.62
P00487,S0086,Jewelry,2022-11-04,6.62968231081747,108.92
P00488,S0027,Electronics,2022-08-10,6.233608215467904,8.11
P00489,S0057,Food & Beverage,2023-08-03,6.546319240739891,10.71
P00490,S0031,Beauty,2022-10-31,6.919038448625065,121.92
P00491,S0134,Food & Beverage,2022-09-20,6.910657499617204,14.55
P00492,S0098,Electronics,2023-01-09,7.81687509574453,23.31
P00493,S0012,Books,2023-07-01,7.708960633507916,14.13
P00494,S0053,Sports,2023-10-04,8.440535847894791,225.13
P00495,S0138,Beauty,2022-11-10,7.874566008826255,7.65
P00496,S0145,Food & Beverage,2023-06-02,6.191508397326715,10.0
P00497,S0122,Beauty,2022-12-19,8.8451448098116,109.72
P00498,S0046,Jewelry,2023-09-07,7.636944404313639,322.02
P00499,S0064,Jewelry,2022-10-12,6.727451042271369,67.07
P00500,S0130,Jewelry,2023-05-25,8.013077166990612,27.04
P00501,S0054,Electronics,2023-08-19,7.514730916803268,318.77
P00502,S0107,Sports,2023-04-22,7.387019674092641,154.15
P00503,S0051,Electronics,2023-08-29,7.579422415144494,102.61
P00504,S0036,Art & Crafts,2023-03-09,8.678816075218544,15.56
P00505,S0115,Books,2023-01-03,7.396341694042637,15.92
P00506,S0026,Books,2022-10-08,7.773385828715884,14.56
P00507,S0029,Jewelry,2023-01-04,6.9424756396133676,94.93
P00508,S0149,Art & Crafts,2022-11-04,7.354147425316896,95.15
P00509,S0011,Fashion,2023-06-28,7.544480551786553,66.92
P00510,S0040,Fashion,2023-08-26,6.946426373768798,13.99
P00511,S0011,Jewelry,2023-09-08,7.235453848123589,219.13
P00512,S0113,Food & Beverage,2023-05-13,7.912651847644797,29.78
P00513,S0039,Electronics,2023-09-16,8.28818273851569,103.28
P00514,S0054,Jewelry,2022-10-29,7.995738361028638,235.5
P00515,S0098,Toys & Games,2022-12-15,7.683617418057638,10.89
P00516,S0055,Beauty,2023-05-21,8.102704116540497,32.18
P00517,S0111,Books,2023-08-25,6.821009642696713,10.82
P00518,S0150,Fashion,2023-07-27,6.46016898371495,9.45
P00519,S0069,Home & Garden,2023-05-15,6.8121642651195415,48.07
P00520,S0056,Fashion,2023-05-05,8.652434751550441,246.96
P00521,S0033,Books,2023-05-27,6.4552650716387845,3.8
P00522,S0036,Beauty,2023-02-27,8.048872691715498,32.27
P00523,S0148,Books,2022-09-01,8.112193495921495,27.64
P00524,S0081,Home & Garden,2023-10-26,7.706954950256757,40.2
P00525,S0109,Jewelry,2023-07-25,7.284419274005395,66.55
P00526,S0073,Art & Crafts,2023-06-15,6.491263148097629,10.54
P00527,S0040,Home & Garden,2023-03-04,6.21855889073632,43.88
P00528,S0017,Books,2023-05-15,7.588768450185713,9.04
P00529,S0129,Books,2023-03-01,6.197937246817414,2.87
P00530,S0061,Toys & Games,2023-01-07,6.542762790159169,68.89
P00531,S0104,Toys & Games,2023-10-20,8.21021884399488,57.03
P00532,S0042,Sports,2022-09-03,6.692938574157335,44.87
P00533,S0025,Toys & Games,2023-02-18,7.946090699028322,31.82
P00534,S0039,Electronics,2023-07-10,8.45946866954772,140.79
P00535,S0035,Art & Crafts,2023-10-04,8.036552040907115,35.66
P00536,S0131,Beauty,2023-04-03,6.081956444499781,68.25
P00537,S0108,Home & Garden,2023-06-25,7.9101265684107585,28.71
P00538,S0102,Books,2022-10-22,7.4019730052966874,47.3
P00539,S0098,Sports,2023-10-17,6.201505687919153,55.65
P00540,S0012,Sports,2023-01-18,8.915045637956085,50.28
P00541,S0019,Beauty,2023-06-03,6.062349818223843,11.99
P00542,S0101,Art & Crafts,2022-09-06,7.740393380984484,37.49
P00543,S0044,Home & Garden,2023-01-20,7.277305058226608,18.72
P00544,S0049,Fashion,2023-07-11,6.75462375749345,19.87
P00545,S0017,Toys & Games,2023-02-10,6.351344595937169,13.8
P00546,S0074,Jewelry,2022-10-01,8.920532716984134,31.05
P00547,S0057,Sports,2023-05-30,7.386338720507692,235.61
P00548,S0055,Toys & Games,2022-09-19,8.102743070927273,76.86
P00549,S0047,Toys & Games,2023-09-24,6.7952699714655065,123.12
P00550,S0012,Electronics,2023-05-20,8.17262545500991,22.41
P00551,S0062,Art & Crafts,2023-10-09,6.468968013566339,31.55
P00552,S0080,Jewelry,2023-08-30,6.961296056624818,25.88
P00553,S0083,Fashion,2022-12-24,7.103657467068337,18.98
P00554,S0008,Books,2023-02-11,8.26354968730551,7.94
P00555,S0149,Electronics,2023-09-10,6.514237007997389,160.69
P00556,S0081,Toys & Games,2023-02-28,8.89730816180598,19.3
P00557,S0118,Toys & Games,2023-10-13,6.339516996414272,62.27
P00558,S0025,Food & Beverage,2022-09-19,7.931306349532825,37.59
P00559,S0089,Jewelry,2023-07-24,7.029712245015007,460.07
P00560,S0012,Jewelry,2023-09-28,8.462251383633692,22.31
P00561,S0143,Food & Beverage,2023-05-23,6.666735676233126,63.48
P00562,S0059,Jewelry,2023-10-08,6.898246827860501,182.29
P00563,S0109,Toys & Games,2023-09-28,7.141329157961578,12.16
P00564,S0026,Sports,2022-09-03,7.371178316025418,96.36
P00565,S0047,Home & Garden,2023-08-14,6.82969370060319,47.67
P00566,S0032,Toys & Games,2023-08-28,7.465446830826613,22.08
P00567,S0010,Electronics,2022-10-03,7.871752550172929,30.83
P00568,S0016,Art & Crafts,2023-04-18,7.666542564071696,16.77
P00569,S0145,Food & Beverage,2022-12-08,6.499917962478991,119.48
P00570,S0026,Fashion,2022-11-22,7.719057019508127,33.13
P00571,S0086,Books,2022-12-16,7.170389570785708,30.96
P00572,S0135,Fashion,2023-07-11,7.7394756217453775,17.59
P00573,S0014,Toys & Games,2023-01-13,6.972115083805361,14.2
P00574,S0079,Electronics,2023-08-19,6.627564286611458,141.65
P00575,S0117,Toys & Games,2023-03-27,7.283688795233971,9.0
P00576,S0007,Art & Crafts,2023-06-12,6.427602421325465,21.38
P00577,S0137,Sports,2022-11-07,6.711027292802402,44.24
P00578,S0115,Books,2023-09-05,7.866139150380248,18.1
P00579,S0072,Art & Crafts,2022-08-30,7.321454786218303,25.83
P00580,S0059,Food & Beverage,2023-05-25,7.901212743159745,31.82
P00581,S0082,Food & Beverage,2022-11-26,7.959356827294482,40.35
P00582,S0116,Toys & Games,2022-09-26,7.104091677512263,47.68
P00583,S0146,Electronics,2022-12-15,7.768490347857909,27.09
P00584,S0103,Art & Crafts,2022-10-20,7.725350325891451,23.74
P00585,S0017,Beauty,2023-07-14,6.886640641545397,86.13
P00586,S0014,Electronics,2022-09-30,7.171726101055843,121.94
P00587,S0108,Sports,2023-07-30,8.452156664945038,14.35
P00588,S0045,Food & Beverage,2023-08-23,7.064608727696332,30.71
P00589,S0098,Toys & Games,2023-01-23,7.8106436567521795,5.44
P00590,S0131,Jewelry,2022-09-22,6.166077515620373,75.64
P00591,S0037,Food & Beverage,2023-09-05,6.382103737417365,105.8
P00592,S0108,Books,2022-11-21,7.381509886882636,7.76
P00593,S0039,Home & Garden,2023-01-05,7.669513616674609,18.69
P00594,S0015,Jewelry,2023-01-01,7.632455703725601,134.25
P00595,S0120,Toys & Games,2023-02-28,8.476524230286373,7.71
P00596,S0004,Beauty,2023-08-05,7.277702992948233,19.96
P00597,S0093,Jewelry,2023-06-03,6.59483127228017,117.4
P00598,S0141,Books,2023-01-22,9.10234300659065,9.97
P00599,S0016,Electronics,2023-02-25,7.208761438165617,49.35
P00600,S0108,Beauty,2022-12-20,6.897085717736403,60.06
P00601,S0126,Food & Beverage,2023-03-07,6.9896569132428406,32.48
P00602,S0055,Beauty,2022-09-25,7.9846204910674485,41.0
P00603,S0034,Art & Crafts,2022-12-12,8.540823574137288,22.72
P00604,S0013,Books,2023-04-04,7.999236823997524,22.26
P00605,S0141,Jewelry,2022-08-15,8.110429060257719,65.99
P00606,S0018,Art & Crafts,2023-05-07,8.447485164076987,42.99
P00607,S0096,Beauty,2023-08-28,7.3267252219129855,22.25
P00608,S0123,Art & Crafts,2023-08-14,6.816475038692597,25.75
P00609,S0039,Fashion,2022-09-14,7.060926448409305,15.0
P00610,S0046,Books,2023-03-07,7.962205966007124,16.1
P00611,S0029,Sports,2023-01-20,6.984366891187536,22.5
P00612,S0062,Electronics,2022-12-11,6.343419977947376,24.45
P00613,S0016,Beauty,2023-07-11,7.05966777792414,40.73
P00614,S0121,Books,2023-02-16,7.579974785288284,19.63
P00615,S0010,Sports,2023-03-14,7.75781028984723,80.53
P00616,S0103,Sports,2023-03-10,6.235877349748467,30.49
P00617,S0084,Toys & Games,2022-10-09,7.309882209134643,36.72
P00618,S0133,Art & Crafts,2023-07-02,6.566593055995405,46.31
P00619,S0065,Sports,2023-10-27,6.000485868869026,61.45
P00620,S0003,Fashion,2023-08-24,6.7538721153483525,17.11
P00621,S0142,Books,2023-01-16,7.867230755670188,18.66
P00622,S0120,Home & Garden,2022-10-13,8.234709278230715,48.75
P00623,S0068,Home & Garden,2023-05-21,7.4672180640724735,36.64
P00624,S0146,Beauty,2023-04-04,7.556743809090983,6.24
P00625,S0037,Food & Beverage,2022-08-28,7.217143186347949,26.36
P00626,S0073,Art & Crafts,2023-02-12,7.941809422899739,174.98
P00627,S0143,Food & Beverage,2022-10-29,6.747211319068118,17.38
P00628,S0049,Sports,2023-08-06,7.862921225034342,24.04
P00629,S0121,Books,2023-02-26,7.127071444847838,22.32
P00630,S0088,Beauty,2023-09-20,7.292494693632812,42.52
P00631,S0140,Jewelry,2022-12-18,9.42763532237636,189.17
P00632,S0037,Sports,2022-09-14,7.0779617489002415,15.74
P00633,S0061,Art & Crafts,2022-12-18,6.575759006669689,53.5
P00634,S0124,Home & Garden,2022-10-24,6.2405419262572135,58.42
P00635,S0039,Toys & Games,2022-11-05,7.907056680363061,23.64
P00636,S0063,Books,2023-09-14,8.289712086859453,21.71
P00637,S0046,Electronics,2023-04-18,7.247877427207549,135.82
P00638,S0088,Food & Beverage,2023-07-18,8.401882703731669,46.58
P00639,S0011,Beauty,2023-02-18,6.044405625975701,13.27
P00640,S0062,Food & Beverage,2023-01-31,6.607447703263651,44.68
P00641,S0077,Books,2022-09-10,8.342138972599162,15.72
P00642,S0052,Food & Beverage,2022-10-05,7.1418708766388805,24.57
P00643,S0004,Books,2023-02-25,7.00450566771034,17.56
P00644,S0059,Food & Beverage,2022-09-05,7.068440819862495,20.56
P00645,S0072,Fashion,2022-09-12,7.647603499841075,85.92
P00646,S0148,Jewelry,2022-12-11,6.706293521756722,68.13
P00647,S0093,Sports,2023-09-06,8.386041419291473,17.58
P00648,S0063,Sports,2023-06-25,8.590145762362328,31.42
P00649,S0054,Art & Crafts,2022-09-19,7.362500511103104,34.38
P00650,S0117,Electronics,2022-11-01,8.424015922396325,159.36
P00651,S0110,Electronics,2023-09-05,6.769917445275114,96.57
P00652,S0074,Art & Crafts,2023-02-12,7.804589356152637,15.09
P00653,S0107,Toys & Games,2022-11-27,7.566580184877733,193.45
P00654,S0057,Sports,2023-05-06,7.925569615961464,53.21
P00655,S0003,Toys & Games,2023-10-23,6.753311745694388,73.49
P00656,S0120,Books,2023-06-29,7.341260473757639,14.67
P00657,S0006,Books,2022-11-21,6.961883216168607,25.37
P00658,S0005,Home & Garden,2023-09-18,6.752623633909995,71.3
P00659,S0005,Food & Beverage,2023-06-24,6.72637824743245,61.43
P00660,S0054,Electronics,2022-09-18,7.104537335123193,138.89
P00661,S0047,Home & Garden,2023-03-11,7.3710772411252465,73.19
P00662,S0009,Jewelry,2022-10-18,7.3724288342400905,56.62
P00663,S0099,Art & Crafts,2022-10-03,6.389587605287853,18.86
P00664,S0020,Art & Crafts,2023-09-19,7.632067004604137,38.89
P00665,S0122,Books,2023-04-01,8.605121496303255,34.93
P00666,S0061,Sports,2023-05-16,6.972783256177788,36.02
P00667,S0123,Toys & Games,2022-11-21,6.596901322295521,62.12
P00668,S0082,Electronics,2023-09-02,7.776185451592905,190.54
P00669,S0062,Home & Garden,2023-08-18,6.576304271554806,17.5
P00670,S0145,Toys & Games,2023-01-17,6.472015860647424,13.56
P00671,S0003,Home & Garden,2023-02-15,7.9610293080526535,32.56
P00672,S0013,Food & Beverage,2022-08-17,7.080650479441902,29.65
P00673,S0120,Jewelry,2022-10-07,6.6895369420691875,47.89
P00674,S0125,Jewelry,2023-08-24,6.013576348047179,214.91
P00675,S0089,Toys & Games,2023-06-09,7.3058863729508525,37.19
P00676,S0073,Toys & Games,2023-03-21,6.137980017420919,27.34
P00677,S0068,Toys & Games,2023-06-11,8.991604735559838,8.4
P00678,S0142,Home & Garden,2023-02-12,6.577619939908179,12.71
P00679,S0101,Food & Beverage,2022-10-17,6.298536025338494,29.02
P00680,S0098,Fashion,2023-05-28,6.481992515991836,6.01
P00681,S0011,Toys & Games,2023-05-22,7.87225114308027,59.56
P00682,S0105,Sports,2023-01-24,8.040320446048792,37.93
P00683,S0067,Electronics,2022-10-09,6.729636192615714,798.12
P00684,S0123,Electronics,2023-07-23,7.7467829158184385,377.71
P00685,S0029,Home & Garden,2023-10-24,7.289980541098065,31.51
P00686,S0137,Toys & Games,2022-08-22,7.170017139915392,24.33
P00687,S0076,Books,2023-01-19,6.914565045099471,36.72
P00688,S0009,Art & Crafts,2023-10-02,7.255593647818823,116.42
P00689,S0040,Fashion,2023-04-10,6.633368712033852,8.93
P00690,S0025,Sports,2023-07-09,7.354607918596282,10.31
P00691,S0005,Food & Beverage,2022-08-16,6.579165409341455,14.09
P00692,S0139,Books,2023-01-09,7.154399492845123,26.39
P00693,S0124,Jewelry,2022-09-13,6.131784330063946,108.41
P00694,S0038,Books,2022-09-25,6.3825783133930285,38.97
P00695,S0072,Home & Garden,2022-11-01,6.8148105432226975,13.95
P00696,S0133,Fashion,2022-09-05,7.87389850781739,5.19
P00697,S0090,Beauty,2023-02-20,6.754503971431391,65.79
P00698,S0146,Beauty,2023-10-28,7.328148242399668,17.07
P00699,S0037,Toys & Games,2023-03-04,6.5101744448427965,5.27
P00700,S0060,Toys & Games,2023-02-28,6.2540671519464635,29.75
P00701,S0028,Home & Garden,2023-06-11,6.6170732001601005,68.71
P00702,S0081,Food & Beverage,2022-11-20,7.6108269970855025,21.02
P00703,S0114,Toys & Games,2023-03-26,7.315322053593816,18.37
P00704,S0040,Art & Crafts,2023-10-08,6.348020896032248,26.24
P00705,S0045,Fashion,2022-11-17,7.5215186167739,24.62
P00706,S0062,Home & Garden,2022-09-06,6.031676141889749,12.39
P00707,S0093,Electronics,2022-12-13,7.615620251470869,33.65
P00708,S0115,Jewelry,2023-07-12,7.25892276118693,110.55
P00709,S0067,Home & Garden,2022-08-18,7.013099999817094,47.12
P00710,S0056,Home & Garden,2022-11-22,8.125660474429207,41.67
P00711,S0040,Beauty,2023-01-22,6.626735388914557,14.94
P00712,S0098,Sports,2023-04-22,6.590217720368571,37.23
P00713,S0040,Food & Beverage,2023-05-30,7.466803698669811,4.06
P00714,S0091,Sports,2023-05-12,7.742553976242315,49.66
P00715,S0033,Art & Crafts,2022-10-12,6.385163264917056,93.48
P00716,S0006,Electronics,2023-05-06,6.195237521070298,18.33
P00717,S0147,Beauty,2023-08-31,8.295591612784051,20.72
P00718,S0080,Electronics,2023-02-12,6.6997909272947975,77.56
P00719,S0092,Art & Crafts,2023-06-21,7.602634781325628,81.2
P00720,S0097,Sports,2023-09-16,7.219086289040007,30.08
P00721,S0059,Home & Garden,2022-12-24,6.251604672692102,20.94
P00722,S0059,Toys & Games,2023-07-17,7.178663289895456,5.48
P00723,S0048,Toys & Games,2022-11-21,7.550281703539259,28.78
P00724,S0013,Books,2022-09-11,7.405987118382394,84.82
P00725,S0107,Jewelry,2023-08-23,6.9037380893045555,90.95
P00726,S0045,Food & Beverage,2022-11-26,7.593895008031292,22.77
P00727,S0089,Art & Crafts,2023-10-14,8.180852206215782,38.56
P00728,S0100,Jewelry,2022-09-10,6.1938346541339895,72.21
P00729,S0007,Food & Beverage,2023-07-28,7.09604299445827,12.1
P00730,S0133,Jewelry,2023-03-27,7.405476598579174,140.76
P00731,S0045,Sports,2023-06-21,7.585406811561503,51.57
P00732,S0058,Food & Beverage,2023-05-01,7.258235157268533,23.51
P00733,S0031,Sports,2023-02-06,6.805316329081568,19.73
P00734,S0023,Home & Garden,2023-07-14,7.420346533180322,103.35
P00735,S0138,Beauty,2022-10-12,7.854683692163032,56.36
P00736,S0107,Sports,2023-07-07,6.048853765881266,27.66
P00737,S0039,Toys & Games,2022-08-09,7.323495335180486,59.05
P00738,S0082,Jewelry,2022-12-19,7.165900493924747,48.93
P00739,S0100,Books,2022-10-27,7.338824128507287,8.86
P00740,S0002,Fashion,2023-05-06,7.932271624621841,18.03
P00741,S0077,Food & Beverage,2023-04-06,7.6817438459485174,5.62
P00742,S0012,Art & Crafts,2022-09-05,9.326411923628346,43.46
P00743,S0039,Books,2023-03-19,8.095604744417216,3.83
P00744,S0013,Toys & Games,2022-08-31,8.842915472433061,9.92
P00745,S0046,Sports,2022-11-25,8.457011933865381,8.18
P00746,S0113,Beauty,2022-11-23,7.021340254012325,30.91
P00747,S0017,Home & Garden,2022-12-31,7.245482552754956,32.3
P00748,S0104,Fashion,2023-08-12,7.325678795517813,25.5
P00749,S0098,Electronics,2023-07-28,7.7197089806702435,25.89
P00750,S0088,Books,2023-09-09,7.003629404018263,6.48
P00751,S0109,Beauty,2023-09-10,7.962058978230152,48.01
P00752,S0070,Electronics,2022-12-25,8.727415939087495,38.37
P00753,S0074,Fashion,2023-05-19,8.58707480445766,42.65
P00754,S0063,Art & Crafts,2023-06-02,7.171199105645536,14.68
P00755,S0060,Art & Crafts,2022-11-15,6.36691576951773,34.45
P00756,S0079,Jewelry,2023-06-21,7.516807346068406,206.66
P00757,S0037,Fashion,2022-12-09,6.043973044078648,52.93
P00758,S0022,Fashion,2023-06-24,7.633755971787566,23.81
P00759,S0148,Electronics,2023-05-22,6.527898037383823,73.23
P00760,S0096,Beauty,2022-10-28,7.314237678122547,27.32
P00761,S0068,Food & Beverage,2022-08-18,7.7301878404636115,23.33
P00762,S0017,Electronics,2022-08-16,7.2229897054383985,45.94
P00763,S0012,Home & Garden,2023-09-17,8.892062813978228,31.94
P00764,S0150,Art & Crafts,2023-03-01,6.684950438372608,35.32
P00765,S0145,Art & Crafts,2023-06-19,6.215924896221671,13.46
P00766,S0138,Jewelry,2023-10-16,6.639291735496531,32.32
P00767,S0118,Home & Garden,2023-02-21,7.1778720451250955,11.99
P00768,S0022,Art & Crafts,2023-02-22,7.041310707468223,8.28
P00769,S0120,Electronics,2022-09-07,7.984402018242265,22.51
P00770,S0050,Home & Garden,2023-09-13,7.019471020007874,41.38
P00771,S0014,Electronics,2022-08-28,6.844891580061758,29.18
P00772,S0029,Food & Beverage,2022-09-25,7.296174356472462,34.96
P00773,S0125,Food & Beverage,2022-12-16,6.052893805195335,23.83
P00774,S0007,Art & Crafts,2023-05-28,6.6711144033933145,6.17
P00775,S0029,Art & Crafts,2023-08-28,8.452040315048988,50.33
P00776,S0139,Beauty,2022-12-18,7.747111152454178,63.35
P00777,S0033,Food & Beverage,2023-07-30,6.658756134068435,10.47
P00778,S0134,Books,2022-10-01,7.175590810132745,23.17
P00779,S0111,Books,2023-08-21,7.694593491070988,8.34
P00780,S0079,Jewelry,2023-05-16,6.882548673500137,78.77
P00781,S0058,Food & Beverage,2023-08-30,6.035915727500302,8.43
P00782,S0026,Electronics,2023-04-30,6.649020923637281,14.2
P00783,S0029,Electronics,2023-03-11,7.520785442697413,43.88
P00784,S0004,Toys & Games,2023-05-25,8.438878751351757,24.0
P00785,S0099,Home & Garden,2022-09-20,7.386419084437735,26.5
P00786,S0141,Sports,2022-10-21,7.641832382877139,16.7
P00787,S0039,Books,2023-07-24,6.878721751583726,12.02
P00788,S0015,Art & Crafts,2023-05-13,7.5426462864337,36.97
P00789,S0119,Jewelry,2023-06-30,8.68287951991249,70.28
P00790,S0029,Sports,2023-04-07,7.7353891723771815,49.82
P00791,S0075,Fashion,2022-12-16,7.788846339259633,19.37
P00792,S0116,Jewelry,2023-07-24,7.056674900766769,186.02
P00793,S0032,Fashion,2023-02-18,7.657060519163017,12.92
P00794,S0130,Food & Beverage,2022-09-09,8.076550416341659,34.24
P00795,S0084,Fashion,2022-11-22,6.518070288206694,85.24
P00796,S0022,Fashion,2023-09-12,7.417353439931014,48.65
P00797,S0027,Beauty,2023-02-28,6.429709212849996,28.16
P00798,S0081,Beauty,2022-08-09,7.080660322103026,21.7
P00799,S0126,Beauty,2023-04-10,6.402273085180754,75.86
P00800,S0092,Food & Beverage,2022-10-19,6.857257753508599,7.43
P00801,S0021,Sports,2023-10-14,7.175495993469695,19.81
P00802,S0047,Jewelry,2023-06-10,6.836898994350916,53.01
P00803,S0101,Jewelry,2023-09-09,7.017077782995416,196.09
P00804,S0084,Art & Crafts,2022-08-23,6.953507751016656,40.38
P00805,S0006,Beauty,2022-09-30,6.541349211930578,15.27
P00806,S0147,Food & Beverage,2023-10-10,6.558341337148149,18.08
P00807,S0131,Art & Crafts,2022-08-16,7.210203244474301,18.23
P00808,S0001,Home & Garden,2023-07-04,6.791489659694709,20.65
P00809,S0058,Art & Crafts,2022-09-23,6.5973443147751,65.22
P00810,S0124,Sports,2023-06-29,7.733882085661024,14.37
P00811,S0015,Books,2022-11-30,7.49348661559632,59.97
P00812,S0064,Fashion,2023-01-02,7.7155310967448845,64.24
P00813,S0025,Beauty,2023-01-21,6.989965589424922,79.26
P00814,S0024,Books,2023-08-22,6.261862504253555,11.43
P00815,S0012,Art & Crafts,2022-12-25,8.892442872242544,26.43
P00816,S0018,Food & Beverage,2022-12-03,6.9121475598743505,7.37
P00817,S0015,Fashion,2023-06-03,6.882459338183434,21.76
P00818,S0027,Jewelry,2023-05-11,6.130001577897777,108.14
P00819,S0072,Electronics,2023-09-16,7.650616804845965,168.11
P00820,S0060,Fashion,2023-05-12,6.251881282095001,13.66
P00821,S0145,Sports,2023-07-12,7.80619501409862,32.14
P00822,S0093,Sports,2023-06-17,8.228461204523114,38.14
P00823,S0053,Art & Crafts,2023-02-02,7.929165528878492,9.76
P00824,S0008,Home & Garden,2023-07-04,8.48873640860798,58.46
P00825,S0079,Sports,2023-07-28,7.238890147636306,24.12
P00826,S0027,Sports,2023-01-09,7.60615128467549,36.82
P00827,S0050,Food & Beverage,2023-09-26,6.863610201571824,16.15
P00828,S0131,Art & Crafts,2023-02-25,7.5716169684887,15.85
P00829,S0093,Fashion,2023-08-09,7.424913634130296,32.93
P00830,S0024,Home & Garden,2022-12-01,7.881931575685588,30.66
P00831,S0060,Books,2023-01-14,6.972744201650295,12.3
P00832,S0122,Electronics,2022-09-19,7.925238543867459,33.28
P00833,S0131,Beauty,2023-04-12,7.570143723127026,42.76
P00834,S0148,Jewelry,2022-10-15,8.143155383521677,273.51
P00835,S0046,Sports,2023-10-27,7.608978228642341,48.15
P00836,S0015,Art & Crafts,2023-10-27,6.359595626990151,66.12
P00837,S0017,Beauty,2023-06-30,6.935516461915159,10.89
P00838,S0126,Jewelry,2023-07-08,7.936145005819357,82.65
P00839,S0084,Jewelry,2023-02-20,7.50597238607837,30.28
P00840,S0009,Books,2022-11-06,8.122325207758264,5.08
P00841,S0063,Books,2022-11-27,7.06565099763848,9.16
P00842,S0117,Books,2023-08-11,7.93571892526832,42.96
P00843,S0130,Toys & Games,2023-08-02,7.793242267315111,56.65
P00844,S0088,Toys & Games,2022-12-31,8.160065367256149,32.18
P00845,S0072,Jewelry,2023-05-10,6.098547307165543,21.38
P00846,S0139,Books,2023-02-03,7.704877771283746,14.15
P00847,S0064,Food & Beverage,2023-04-06,7.096801873483823,29.51
P00848,S0072,Sports,2023-06-30,6.39462794115212,49.54
P00849,S0021,Beauty,2023-06-23,7.1345104328994005,7.58
